# generated using QSOGen (Temple+2021) https://arxiv.org/abs/2109.04472
# g,r,i,z,Y are for DECam and AB
# J,H,Ks are VISTA and AB
# WISE are in Vega (and therefore K2-W1 or z-W1 are in the weird AB-VEGA convention)
redshift g-r r-i i-z z-Y Y-J J-H H-Ks Ks-W1 W1-W2 W2-W3 W3-W4
5.797595190380761210e+00 inf 1.581881025471165714e+00 9.241627523732489635e-01 5.571153400813599887e-02 2.327173582752024572e-01 5.796641757578058218e-02 1.122095408254146776e-01 2.565505354382153769e+00 7.724330261824015054e-01 3.030865552883762248e+00 2.292267957688318702e+00
5.800601202404809698e+00 inf 1.595845411330650165e+00 9.159834124035306502e-01 5.473797694050830387e-02 2.324154830955578177e-01 5.760304655591141909e-02 1.127291196377910865e-01 2.566000402217341048e+00 7.720270137349629636e-01 3.029808460380936097e+00 2.292903000030687366e+00
5.803607214428857297e+00 inf 1.597525304699484394e+00 9.219661648113905983e-01 5.376661396660153969e-02 2.321307230566382884e-01 5.720407900019708336e-02 1.132561066797919125e-01 2.567933695845457720e+00 7.702397353700973781e-01 3.028774724855106015e+00 2.293467526091786723e+00
5.806613226452905785e+00 inf 1.588816507163425484e+00 9.415139198685835709e-01 5.281095697080573359e-02 2.318155334440135107e-01 5.679465696454855106e-02 1.137874441557684690e-01 2.570192973187705121e+00 7.682451874547453485e-01 3.027566357751997117e+00 2.294084563959435386e+00
5.809619238476954273e+00 inf 1.588685226044791676e+00 9.472142675687038604e-01 5.177004288615449923e-02 2.313434734186152752e-01 5.651943479652388191e-02 1.143208150217063235e-01 2.572158754389104018e+00 7.667883362242413625e-01 3.026230648919751687e+00 2.294599441184150379e+00
5.812625250501001872e+00 inf 1.603487972902922110e+00 9.390050866984473998e-01 5.062679525514468537e-02 2.310264247577755725e-01 5.608633441244847972e-02 1.147985602100689562e-01 2.570875513432056891e+00 7.671015862289607412e-01 3.025012974204512872e+00 2.296253661746574082e+00
5.815631262525050360e+00 inf 1.587218195458234504e+00 9.590894894657324699e-01 4.953103506727529748e-02 2.306249687142170046e-01 5.572231448044107083e-02 1.153398033336046069e-01 2.569436424820487730e+00 7.688806243651953309e-01 3.023808865153348790e+00 2.296801691776362730e+00
5.818637274549097960e+00 inf 1.596016426296401391e+00 9.653279481937069306e-01 4.828607572285648075e-02 2.302313693716975251e-01 5.537637411971019219e-02 1.158749038306225998e-01 2.568328825185592024e+00 7.702479809595850213e-01 3.022664058024350453e+00 2.297370507542746410e+00
5.821643286573146447e+00 inf 1.578189985618642766e+00 9.857656287727678546e-01 4.704065078287911206e-02 2.297756142601414808e-01 5.507576047116913287e-02 1.164021995412483079e-01 2.568332635392323482e+00 7.705483654687448336e-01 3.021452557599833000e+00 2.297965534034666746e+00
5.824649298597194047e+00 inf 1.594512649200360954e+00 9.777795617390054872e-01 4.564628352962785129e-02 2.294432792939211652e-01 5.466831381570358417e-02 1.169273606977299096e-01 2.569593091411199737e+00 7.697556476794140679e-01 3.020102865690214244e+00 2.298535156709137439e+00
5.827655310621242535e+00 inf 1.594751387271873710e+00 9.846165076645547742e-01 4.420964053359099921e-02 2.290455055792008920e-01 5.432030390114306329e-02 1.174755061109848953e-01 2.571133356444775586e+00 7.688714285859177267e-01 3.018596459202447235e+00 2.299080474348979664e+00
5.830661322645291023e+00 inf 1.583789086175094951e+00 1.006295961839569486e+00 4.274885402543304735e-02 2.285858276724397342e-01 5.405945581000182187e-02 1.179898565686805512e-01 2.572001435830856053e+00 7.679170913593793557e-01 3.017372445269963066e+00 2.300005119777095430e+00
5.833667334669338622e+00 inf 1.596746659296275794e+00 9.982971077270690330e-01 4.108264113632742465e-02 2.282344846315140785e-01 5.372930314045731848e-02 1.185287720801575517e-01 2.572322068824622221e+00 7.680209471390924136e-01 3.016107706643333941e+00 2.300540807989607472e+00
5.836673346693387110e+00 inf 1.597119162638520606e+00 1.005695256087591360e+00 3.939831697564244450e-02 2.278983580221520810e-01 5.338226069484619529e-02 1.190789896065922449e-01 2.572189651434829472e+00 7.684592436551902495e-01 3.014942704172790755e+00 2.301086093968093493e+00
5.839679358717434710e+00 inf 1.588963421091818873e+00 1.028650562922329925e+00 3.769306465320454436e-02 2.275585369442651995e-01 5.309618436614016446e-02 1.195865695413935725e-01 2.572065336532784130e+00 7.680198162905185200e-01 3.013723165089212230e+00 2.302401419633966384e+00
5.842685370741483197e+00 inf 1.586453910777365195e+00 1.036315428931207094e+00 3.583291361527685126e-02 2.271713708005442811e-01 5.286398607294984231e-02 1.201293222159769414e-01 2.573967116211257178e+00 7.667818959682897173e-01 3.012162644263771227e+00 2.302977393181096843e+00
5.845691382765530797e+00 inf 1.601511999312823065e+00 1.028377971703779536e+00 3.380821131627342879e-02 2.269208765400563266e-01 5.252642461167766896e-02 1.206747995622698966e-01 2.576677402710256359e+00 7.646295018862154791e-01 3.010752137729173938e+00 2.303521540559312797e+00
5.848697394789579285e+00 inf 1.585356109834865634e+00 1.052112117445588524e+00 3.186742511269358147e-02 2.266477730367597587e-01 5.224989061639817578e-02 1.212126004925870859e-01 2.579370188556239896e+00 7.624229713782746387e-01 3.009453482710833683e+00 2.304035456328350051e+00
5.851703406813626884e+00 inf 1.588426167957639024e+00 1.060545915281348783e+00 2.974022524853481286e-02 2.263616977435596311e-01 5.203871715451313662e-02 1.217252532955299671e-01 2.579176774010196738e+00 7.623163092685132369e-01 3.008424153701438897e+00 2.304975453013499376e+00
5.854709418837675372e+00 inf 1.569322150838203811e+00 1.084962324622999574e+00 2.758917415806649842e-02 2.261118016947207821e-01 5.183091455308641571e-02 1.222831331072349315e-01 2.577666079347931571e+00 7.644621103247395411e-01 3.007015087294634625e+00 2.305450584635755362e+00
5.857715430861723860e+00 inf 1.588930675055578945e+00 1.077709797462759411e+00 2.523131968641934009e-02 2.259700800083557226e-01 5.154507080355230642e-02 1.228244805281306640e-01 2.576082205898718058e+00 7.667832467162902788e-01 3.005422793647760216e+00 2.305988057108054434e+00
5.860721442885771459e+00 inf 1.582962698444827510e+00 1.086700598625977676e+00 2.284080745772598675e-02 2.257703849439778310e-01 5.138181893518378729e-02 1.233632602995378136e-01 2.575582195872417657e+00 7.678166167391893282e-01 3.003951536008003131e+00 2.306595332587134450e+00
5.863727454909819947e+00 inf 1.571444409396818287e+00 1.112380091086020428e+00 2.056419499803396889e-02 2.255891402035707927e-01 5.118777255228934564e-02 1.238830951821157100e-01 2.576005169729462807e+00 7.668061810572766035e-01 3.002799169270137014e+00 2.307862287215645125e+00
5.866733466933867547e+00 inf 1.585694587793739174e+00 1.105348022961230470e+00 1.796381695608317841e-02 2.254390199621028046e-01 5.101055182647584729e-02 1.244483678191805609e-01 2.577458136215849294e+00 7.655650247816296883e-01 3.001742331375195860e+00 2.308381340180051922e+00
5.869739478957916035e+00 inf 1.584694341791529126e+00 1.114898755959121246e+00 1.542247515219941079e-02 2.253506776972571402e-01 5.082132501862446361e-02 1.249944371778042296e-01 2.579099269517573845e+00 7.645501428946950284e-01 3.000315669017222575e+00 2.308857998927125621e+00
5.872745490981963634e+00 inf 1.572376573513928122e+00 1.141659727302954508e+00 1.295950675391566165e-02 2.252230961388690389e-01 5.068550453696474278e-02 1.255305101579473614e-01 2.578813674356034369e+00 7.650099048303111715e-01 2.998769435713811049e+00 2.309816088995308547e+00
5.875751503006012122e+00 inf 1.565445343690740287e+00 1.151838314586882461e+00 1.029967749284921297e-02 2.251013891022992652e-01 5.057002509391494982e-02 1.260926150745333985e-01 2.578498233669780149e+00 7.660225663174173860e-01 2.997266090402558092e+00 2.310303454992018501e+00
5.878757515030059722e+00 inf 1.585107634143312794e+00 1.145013517435252481e+00 7.497360961007615288e-03 2.250468581598603635e-01 5.042510742602956952e-02 1.266365415873380584e-01 2.578332529842327858e+00 7.666260248887795115e-01 2.996036829186923711e+00 2.310770666410130403e+00
5.881763527054108209e+00 inf 1.562373605933309761e+00 1.172945987763554854e+00 4.857936325741718520e-03 2.249411194787995782e-01 5.036476936864531240e-02 1.271893162167607727e-01 2.579547421508664229e+00 7.654534121229410459e-01 2.995051286172985883e+00 2.311364516070179675e+00
5.884769539078156697e+00 inf 1.564234071523543435e+00 1.183850507184317280e+00 2.074085931091929069e-03 2.248722854919016356e-01 5.023822082475604134e-02 1.277599478016995249e-01 2.582453340736126535e+00 7.631469880831787123e-01 2.993594856900438472e+00 2.311877268087901172e+00
5.887775551102204297e+00 inf 1.542577290602771711e+00 1.212754909825164873e+00 -6.113847925419690910e-04 2.247653280804478015e-01 5.019456037355141120e-02 1.282843878319113173e-01 2.584822258126258987e+00 7.605984468893183248e-01 2.992066032883174742e+00 2.313100125851393685e+00
5.890781563126252784e+00 inf 1.558074531317522826e+00 1.206279962829285068e+00 -3.627087393230254975e-03 2.247006653382612740e-01 5.013708840164099456e-02 1.288293843247458881e-01 2.585957133609625203e+00 7.595501674178990470e-01 2.990673691864808248e+00 2.313976576388659723e+00
5.893787575150300384e+00 inf 1.552260295341987728e+00 1.218044155031883236e+00 -6.512640301210126381e-03 2.245922082963822675e-01 5.011998659242422605e-02 1.294133930519194564e-01 2.584406178547421717e+00 7.613537009028057412e-01 2.989495916416201382e+00 2.314528348749034237e+00
5.896793587174348872e+00 inf 1.538264989776095604e+00 1.248358214483857864e+00 -9.241212542178800504e-03 2.245045287658093969e-01 5.008663542837510363e-02 1.299974683632356687e-01 2.582245264469840151e+00 7.636056609250232441e-01 2.988537634896788475e+00 2.315029045785900408e+00
5.899799599198396471e+00 inf 1.535304862899824485e+00 1.260372116577741508e+00 -1.215417942615815150e-02 2.243953992255214303e-01 5.008528643634946320e-02 1.305767636590857705e-01 2.580887240897332902e+00 7.655865485023625183e-01 2.987058593368288939e+00 2.315516884244880558e+00
5.902805611222444959e+00 inf 1.546976245153686591e+00 1.254372813915495044e+00 -1.527547591201638966e-02 2.242431648537497324e-01 5.015770817396614234e-02 1.311510479573101406e-01 2.581103716203550391e+00 7.660732079366177061e-01 2.985466423011573056e+00 2.316035338298942037e+00
5.905811623246492559e+00 inf 1.532554242911416509e+00 1.285962075740613386e+00 -1.800850507704154779e-02 2.241312046254861912e-01 5.014088635932623106e-02 1.317477676875178361e-01 2.582246898177299244e+00 7.654314919637350556e-01 2.984107529149470750e+00 2.316521396814424705e+00
5.908817635270541047e+00 inf 1.524376989726082599e+00 1.298689211394023602e+00 -2.096257524246425419e-02 2.239871637206221067e-01 5.019845363379360492e-02 1.323391753822313888e-01 2.583888661124476016e+00 7.640976377171568856e-01 2.982982439935298657e+00 2.316970488898050462e+00
5.911823647294589534e+00 inf 1.540922569563051070e+00 1.292632660253335786e+00 -2.420787553730008312e-02 2.238454510249425766e-01 5.028179044500546979e-02 1.329008789099930254e-01 2.583946076530970970e+00 7.635782482791313441e-01 2.982046014395510980e+00 2.317899005838885529e+00
5.914829659318637134e+00 inf 1.512854930550922461e+00 1.324634961061583738e+00 -2.703027524336576448e-02 2.236344018922977739e-01 5.041612071577716847e-02 1.334715842138010089e-01 2.582823416115314075e+00 7.642977109671313940e-01 2.980671960908527041e+00 2.319135580658548079e+00
5.917835671342685622e+00 inf 1.515814099760962819e+00 1.338728675246578348e+00 -3.005508077909269105e-02 2.235106999627660684e-01 5.046408716438577358e-02 1.340812665786401681e-01 2.582145426889951523e+00 7.655033089790066470e-01 2.979172635697207028e+00 2.319697959176634683e+00
5.920841683366733221e+00 inf 1.489020939744985839e+00 1.372145595662964013e+00 -3.288714212692056549e-02 2.233251286455839590e-01 5.059909942053408827e-02 1.346811791009869808e-01 2.582477186991656737e+00 7.655863441544923376e-01 2.977866202050780231e+00 2.320185065484702491e+00
5.923847695390781709e+00 inf 1.503872155558131141e+00 1.366048288073020700e+00 -3.630312252111522753e-02 2.230599506233161833e-01 5.079569340401590694e-02 1.352963047939184094e-01 2.584606144859058929e+00 7.636047156996497165e-01 2.976808657502644451e+00 2.320689733539582633e+00
5.926853707414829309e+00 inf 1.497507224779262458e+00 1.380873197945213349e+00 -3.948762543365802458e-02 2.228359451084571674e-01 5.096080857266471753e-02 1.359118844004214566e-01 2.587489178984458960e+00 7.608855154274110077e-01 2.975807669261389066e+00 2.321129344161395380e+00
5.929859719438877796e+00 inf 1.478921842090677785e+00 1.415594677190373574e+00 -4.215302835832090977e-02 2.226312776756174117e-01 5.110990923085978466e-02 1.365297974868724395e-01 2.589950788308144070e+00 7.590190880141491903e-01 2.974420339842348326e+00 2.321532296867498957e+00
5.932865731462925396e+00 inf 1.473031059264982900e+00 1.429947998547397958e+00 -4.514054278892842831e-02 2.223703106633010407e-01 5.132645475338648566e-02 1.371316113200187203e-01 2.588585087089221304e+00 7.603065060430154176e-01 2.973063229595295454e+00 2.322465578548223775e+00
5.935871743486973884e+00 inf 1.487347533368623687e+00 1.424769123634057166e+00 -4.888100110049009572e-02 2.220539267647261283e-01 5.161635692172339418e-02 1.377488588688819959e-01 2.586127182006045189e+00 7.631047210306967088e-01 2.971760819023195666e+00 2.322999056693729969e+00
5.938877755511022372e+00 inf 1.464817088949914137e+00 1.460391102318737921e+00 -5.150623276144372653e-02 2.217989361256513803e-01 5.182305674869880363e-02 1.383512179508912254e-01 2.583729994783539041e+00 7.645827820681994069e-01 2.970835690036388144e+00 2.324260800720072240e+00
5.941883767535069971e+00 inf 1.456115804084014087e+00 1.476345208868306003e+00 -5.478630570607379013e-02 2.215258585558110838e-01 5.205141226358733775e-02 1.389952955129380996e-01 2.583023857733934392e+00 7.652866654286754056e-01 2.969857042616403930e+00 2.324793256930826502e+00
5.944889779559118459e+00 inf 1.475635128267175133e+00 1.471198184574863177e+00 -5.881933262195104817e-02 2.211517764361730087e-01 5.238766094116797944e-02 1.396405774756033225e-01 2.583733864511575717e+00 7.649039322575852395e-01 2.968606086023658719e+00 2.325277409341115487e+00
5.947895791583166059e+00 inf 1.441793210411901782e+00 1.508420556635527987e+00 -6.144590857606502254e-02 2.208048034477627652e-01 5.270593867739137295e-02 1.402924117210346822e-01 2.584984518423464550e+00 7.641004781352123132e-01 2.967301497942452571e+00 2.325696986963512458e+00
5.950901803607214546e+00 inf 1.442534583544450300e+00 1.524995068805299780e+00 -6.474546705966588434e-02 2.204795189030619440e-01 5.297988522320906668e-02 1.409407299361831178e-01 2.585686234593183030e+00 7.633527098119543552e-01 2.965998102383556656e+00 2.326529280207585870e+00
5.953907815631262146e+00 inf 1.407360804116247976e+00 1.563235009510830054e+00 -6.697445626239328931e-02 2.201071766526006002e-01 5.333730898973598755e-02 1.415933727154481403e-01 2.585240409443812837e+00 7.638445546369716510e-01 2.965051948512259727e+00 2.326981847584280061e+00
5.956913827655310634e+00 inf 1.426743308596268633e+00 1.558510797675030091e+00 -7.134707280174978905e-02 2.196747286311833136e-01 5.374593077249301132e-02 1.422498360232147263e-01 2.584355272555278304e+00 7.646516208302607254e-01 2.964132740576198799e+00 2.327512286096416361e+00
5.959919839679359121e+00 inf 1.416807786000696012e+00 1.575744222956156904e+00 -7.466112354817866503e-02 2.192653386380776226e-01 5.411096361174827507e-02 1.429254665905297372e-01 2.584006669312245208e+00 7.650861166796545376e-01 2.963034846687275348e+00 2.328047919482385097e+00
5.962925851703406721e+00 inf 1.389929865492501193e+00 1.614709364999523444e+00 -7.558842904745688429e-02 2.188903298061966041e-01 5.446988957340082038e-02 1.435661539729551350e-01 2.584841548305234937e+00 7.635217744151994168e-01 2.961864781374151434e+00 2.329313191195170774e+00
5.965931863727455209e+00 inf 1.384017287270985719e+00 1.632839574882307687e+00 -7.773991507139399459e-02 2.183576575725787450e-01 5.494704722665488816e-02 1.442539624301311108e-01 2.587241864193124741e+00 7.614834402618519960e-01 2.960541432861816702e+00 2.329794383185177509e+00
5.968937875751502808e+00 inf 1.396703998276944247e+00 1.627503635054225128e+00 -8.263081489182155792e-02 2.179149403634070836e-01 5.537646046389710364e-02 1.449536013292274106e-01 2.589665533823058752e+00 7.590790187339990780e-01 2.959648016011602323e+00 2.330189785917882617e+00
5.971943887775551296e+00 inf 1.368779470000994536e+00 1.668159552711532712e+00 -8.263409350458772451e-02 2.174503655653303724e-01 5.582052198830567136e-02 1.456385135203888126e-01 2.589545927844401518e+00 7.586283796564572413e-01 2.958802093946061973e+00 2.331035340155381164e+00
5.974949899799598896e+00 inf 1.355105427747254510e+00 1.687998231698024654e+00 -8.520444154357065258e-02 2.169779370604878466e-01 5.627963336588948096e-02 1.463484938545711600e-01 2.587321654209112864e+00 7.608399013303888125e-01 2.957833321654856462e+00 2.331512039040745776e+00
5.977955911823647384e+00 inf 1.318954276353505151e+00 1.730539424057106146e+00 -8.461291923751446120e-02 2.164101341277486767e-01 5.682843209226007275e-02 1.470594047338487087e-01 2.585266244319043949e+00 7.630514077515613280e-01 2.956690047590136317e+00 2.331994751329908411e+00
5.980961923847694983e+00 inf 1.332216951220154044e+00 1.725934165222554384e+00 -8.981070315533301596e-02 2.159235840155915298e-01 5.731481543783445431e-02 1.477588718271611867e-01 2.583939180160911064e+00 7.645674173164813681e-01 2.955425485526692597e+00 2.332543616603528491e+00
5.983967935871743471e+00 inf 1.326876982430761132e+00 1.746788986080140660e+00 -9.180901291883003523e-02 2.154159378348197151e-01 5.781182222857950137e-02 1.484919754924831636e-01 2.583986982705898328e+00 7.643621488082601445e-01 2.954551046502540856e+00 2.333044260947314541e+00
5.986973947895791959e+00 inf 1.281937920770431560e+00 1.791347984814315453e+00 -8.962247928573674471e-02 2.147861430488724466e-01 5.840338508715703369e-02 1.492316288032320415e-01 2.584989957112735937e+00 7.631759529163275602e-01 2.953757736849100368e+00 2.333496118577167877e+00
5.989979959919839558e+00 inf 1.298750596060298079e+00 1.787240468979192087e+00 -9.510683732854730010e-02 2.142505829960512642e-01 5.897249332897303020e-02 1.499332507068302789e-01 2.585547011744015578e+00 7.616544387964481189e-01 2.952916059064701670e+00 2.334625436572258295e+00
5.992985971943888046e+00 inf 1.292657022502275765e+00 1.807895780812160069e+00 -9.643480673053872465e-02 2.136620559265942632e-01 5.953153229122065682e-02 1.506828906189383588e-01 2.585034657961543303e+00 7.617147777548751719e-01 2.951837644272025329e+00 2.335514965940049592e+00
5.995991983967935646e+00 inf 1.243459126826756744e+00 1.856346626374410391e+00 -9.280212073127458439e-02 2.131105508591240039e-01 6.008834298708620736e-02 1.514614995409466758e-01 2.584146247321687184e+00 7.627156243286457027e-01 2.950668542419480289e+00 2.335997672674695380e+00
5.998997995991984133e+00 inf 1.228321904232132056e+00 1.879083481909301412e+00 -9.343167209218705693e-02 2.124175954438811686e-01 6.080194507038783058e-02 1.522227693265740811e-01 2.583605349684727770e+00 7.629858338592931943e-01 2.949818893732450320e+00 2.336531850802954224e+00
6.002004008016031733e+00 inf 1.240474890750068226e+00 1.875171206910021482e+00 -9.925801482786766883e-02 2.118835955810247640e-01 6.134121104261325286e-02 1.529957918488840107e-01 2.584221743460972220e+00 7.619907950011999276e-01 2.949071465392712810e+00 2.337066025591388652e+00
6.005010020040080221e+00 inf 1.197081271729313556e+00 1.926255552329088516e+00 -9.422352200683903334e-02 2.112389598815944680e-01 6.199460346415364143e-02 1.538006234184656762e-01 2.586147025744711669e+00 7.598137333046821595e-01 2.948266925841672048e+00 2.337527847401766223e+00
6.008016032064128709e+00 inf 1.174285409224417265e+00 1.951045839561899697e+00 -9.421387524956159609e-02 2.105979924237608714e-01 6.262919049895998569e-02 1.545995550184606770e-01 2.588634575553395933e+00 7.573532388763553058e-01 2.947214611184438837e+00 2.337960077139037196e+00
6.011022044088176308e+00 inf 1.124261246689965077e+00 2.001473778006197080e+00 -8.804574850081792192e-02 2.098758277273304884e-01 6.338123331792289150e-02 1.553950513855042459e-01 2.589191262992315501e+00 7.563466837241605845e-01 2.946149775197017817e+00 2.338786011410705967e+00
6.014028056112224796e+00 inf 1.132790564168228542e+00 2.001561279842782426e+00 -9.391217879030477889e-02 2.092924786463719045e-01 6.395649430655225842e-02 1.561923857434628360e-01 2.587105440257541744e+00 7.572261755173741449e-01 2.945368570867030300e+00 2.339998345345703612e+00
6.017034068136272396e+00 inf 1.120278053213809244e+00 2.026541504728584187e+00 -9.353517939575795026e-02 2.085954020556002320e-01 6.467667025547996218e-02 1.570322776501171802e-01 2.584667828257888544e+00 7.592078710469927216e-01 2.944657734247417835e+00 2.340511076222860254e+00
6.020040080160320883e+00 inf 1.062122745565766024e+00 2.078675744230576328e+00 -8.641402127076602824e-02 2.079054755302465196e-01 6.539140031681256460e-02 1.578877849778628217e-01 2.583050485708312749e+00 7.603707705677216211e-01 2.943868869396142784e+00 2.341076488099462338e+00
6.023046092184368483e+00 inf 1.041688991149445798e+00 2.106351435581206744e+00 -8.550176168472134464e-02 2.071787994500162711e-01 6.612511194918724300e-02 1.587535256538536999e-01 2.582590133988688308e+00 7.605747748794371432e-01 2.942869536709309841e+00 2.341634390487884687e+00
6.026052104208416971e+00 inf 1.059028558077830695e+00 2.107273940777300680e+00 -9.151330481681085871e-02 2.065578993200283264e-01 6.678392720669279470e-02 1.596454134363938238e-01 2.583026915691423397e+00 7.599561639977920890e-01 2.941870141026729613e+00 2.342121109677105295e+00
6.029058116232464570e+00 inf 1.002201750485028242e+00 2.157997068227206938e+00 -8.369843930800868748e-02 2.058048475697233926e-01 6.753435750041703045e-02 1.605597909527638478e-01 2.584229367494561558e+00 7.584340381530090269e-01 2.941136665175811515e+00 2.342486264867869039e+00
6.032064128256513058e+00 inf 9.846754560353474517e-01 2.182424238558244411e+00 -8.264135558211904709e-02 2.050736368063041937e-01 6.830861662649923005e-02 1.614522646349492163e-01 2.584011288288817099e+00 7.577237707138841927e-01 2.940437049690419968e+00 2.343318324089860738e+00
6.035070140280561546e+00 inf 9.863694525829700410e-01 2.187731724511333908e+00 -8.863812107758306524e-02 2.043646575625892581e-01 6.902305651924933727e-02 1.623823385578191392e-01 2.583267039727758174e+00 7.580357634946679468e-01 2.939662399125150927e+00 2.343790439589591656e+00
6.038076152304609145e+00 inf 9.459484168938239179e-01 2.233054527783426835e+00 -8.042673015452095342e-02 2.036569658793112580e-01 6.973100122835518277e-02 1.633068023953612169e-01 2.582032208152959640e+00 7.580506661195016704e-01 2.938694812116104060e+00 2.345062203475325902e+00
6.041082164328657633e+00 inf 9.233957413988669316e-01 2.255187175460292792e+00 -7.919676466537595161e-02 2.029169690101184642e-01 7.051245815551610008e-02 1.642440903785136186e-01 2.582069640234212926e+00 7.575252062595296820e-01 2.937774980635513344e+00 2.345680399932604132e+00
6.044088176352705233e+00 inf 8.912547995219206598e-01 2.287077452003781985e+00 -7.082846270991893789e-02 2.021492261714712413e-01 7.126933221649522920e-02 1.652073122991097875e-01 2.583292290618025788e+00 7.556335663580426854e-01 2.937065066143626169e+00 2.346260819851835322e+00
6.047094188376753721e+00 inf 8.912572273019705449e-01 2.293735529896309799e+00 -7.667850278393473218e-02 2.014559627221998994e-01 7.199592891387140980e-02 1.661965761580503909e-01 2.585370200066208213e+00 7.529281814707147191e-01 2.936372473871651678e+00 2.346779362490767795e+00
6.050100200400801320e+00 inf 8.911546132385801400e-01 2.305766951723892788e+00 -7.541550779949801608e-02 2.006975618881270407e-01 7.274933949421580337e-02 1.671869376554262487e-01 2.586856480081173970e+00 7.505283264293112211e-01 2.935622679869581475e+00 2.347560251033913303e+00
6.053106212424849808e+00 inf 8.631405821924573729e-01 2.327464394110020152e+00 -6.685979537189368216e-02 1.999377467365093253e-01 7.352690416453455668e-02 1.682121110429370958e-01 2.585844813912579809e+00 7.512691775703075336e-01 2.934687747712166228e+00 2.347945976623673658e+00
6.056112224448897408e+00 inf 8.552507572204675057e-01 2.340509467790223397e+00 -6.536241329984449067e-02 1.992003915975217865e-01 7.425700495850051652e-02 1.692643912967746189e-01 2.583708744713721472e+00 7.529799996503889759e-01 2.933806186478253863e+00 2.348402118891158352e+00
6.059118236472945895e+00 inf 8.664041258974357618e-01 2.348602855542406331e+00 -7.124684947500270482e-02 1.984574336654318927e-01 7.498793819464211197e-02 1.703242348127993466e-01 2.581696793556815805e+00 7.542811483999720679e-01 2.933092639438140026e+00 2.348931998000473698e+00
6.062124248496994383e+00 inf 8.432463657840045812e-01 2.363846528218349619e+00 -6.258635872168483161e-02 1.977255916040903116e-01 7.574381599315316294e-02 1.713899305094521708e-01 2.580518135492702925e+00 7.545990072926542780e-01 2.932410197804438567e+00 2.349553387095999923e+00
6.065130260521041983e+00 inf 8.443027852450413206e-01 2.369441994291701548e+00 -6.117284682091650438e-02 1.969879123775797325e-01 7.645721261033600058e-02 1.724482020584936492e-01 2.579812067054408686e+00 7.535789434438342482e-01 2.931687272818914280e+00 2.350915074823459960e+00
6.068136272545090470e+00 inf 8.428773826475506326e-01 2.378061107879052116e+00 -6.703924244118297793e-02 1.962613357802425185e-01 7.719487638300748245e-02 1.735411302520262211e-01 2.580275725987281277e+00 7.525448187491328156e-01 2.930777063921564007e+00 2.351463079288171443e+00
6.071142284569138070e+00 inf 8.423929771030636005e-01 2.382558438239964715e+00 -5.833409642234244075e-02 1.955404204372115373e-01 7.790314682565124826e-02 1.746399028697744882e-01 2.580342151830802067e+00 7.515054608497919730e-01 2.929900599040871967e+00 2.352298482218285969e+00
6.074148296593186558e+00 inf 8.339197937077678091e-01 2.391428602993752150e+00 -5.689182734663944530e-02 1.948069263798437589e-01 7.862029772211087675e-02 1.757838699817071415e-01 2.579555708469293052e+00 7.516831954247180647e-01 2.929144112353910145e+00 2.352712692545591011e+00
6.077154308617234157e+00 inf 8.294926480077720043e-01 2.393868488873671652e+00 -4.814709268885764004e-02 1.941371590981511019e-01 7.928115312578754015e-02 1.769397328518920176e-01 2.579016398698204426e+00 7.515812951165763423e-01 2.928440354030655612e+00 2.353097269427371074e+00
6.080160320641282645e+00 inf 8.290635800995467264e-01 2.401270632586868459e+00 -5.383926252487825082e-02 1.934010971185742278e-01 8.000505767032350946e-02 1.780983067383523633e-01 2.578911058180715088e+00 7.508294205485697148e-01 2.927781086720409931e+00 2.353603823570598053e+00
6.083166332665330245e+00 inf 8.350952828517677062e-01 2.406558042888175208e+00 -5.231877928795825028e-02 1.927537964317274088e-01 8.065388611743529168e-02 1.792771190600390696e-01 2.579378477710346118e+00 7.495691199361402823e-01 2.926919164589197209e+00 2.354217943072141495e+00
6.086172344689378733e+00 inf 8.356338997823229420e-01 2.405183481601849138e+00 -4.333775644220594359e-02 1.920316140325724064e-01 8.133047487213929116e-02 1.804552731784738739e-01 2.580766228730013268e+00 7.474422554327517787e-01 2.926039411861442119e+00 2.354795095145764350e+00
6.089178356713427220e+00 inf 8.330245254960146895e-01 2.407383818488948890e+00 -4.162572604702319268e-02 1.914191931602715613e-01 8.193150926102887865e-02 1.816084948267224775e-01 2.581305708900973883e+00 7.452044212416382152e-01 2.925171970793257969e+00 2.356153892871626354e+00
6.092184368737474820e+00 inf 8.413264448719885991e-01 2.417810683425702933e+00 -4.737734995513420699e-02 1.907058301330550876e-01 8.262402725661388558e-02 1.827857290116980948e-01 2.580860141089093673e+00 7.443885620726966579e-01 2.924428285372570713e+00 2.357037234770437806e+00
6.095190380761523308e+00 inf 8.385720923378201519e-01 2.413251105045283396e+00 -3.810469288953655109e-02 1.900883107134667682e-01 8.321061404740959233e-02 1.839898672705544413e-01 2.578629795210698461e+00 7.457517914835847250e-01 2.923782895684079008e+00 2.357499069621553645e+00
6.098196392785570907e+00 inf 8.414449636107583785e-01 2.415377975738845606e+00 -3.626380904282910933e-02 1.894468960532300628e-01 8.383931558283208574e-02 1.852135898644853285e-01 2.576678171717421861e+00 7.470266460198224934e-01 2.923007703128009283e+00 2.357899361773503344e+00
