# Lambda[um] Flux_nu[mJy]
0.12193000000000002 1.8889007409786807
0.12197000000000002 1.8427550220539908
0.12201000000000001 1.8158338598125772
0.12205000000000002 1.7837235137699832
0.12209000000000003 1.756561879298645
0.12213000000000002 1.7219601667284772
0.12217000000000003 1.71282738054381
0.12221000000000001 1.5499608029472172
0.12225000000000003 1.6879122979179486
0.12229000000000004 1.6888374605432204
0.12233000000000002 1.6667561752808333
0.12237000000000002 1.6612930146736384
0.12241000000000002 1.6074491207542652
0.12245000000000002 1.627605407459917
0.12249000000000003 1.6140701466382126
0.12253000000000001 1.6054540469194192
0.12257000000000003 1.5865275050050793
0.12261000000000001 1.5481288409226093
0.12265000000000002 1.5968534976728799
0.12269000000000004 1.56393261186554
0.12273000000000002 1.5595563773345829
0.12277000000000003 1.5632427947193388
0.12281000000000002 1.570831980396118
0.12285000000000003 1.5873456102229564
0.12289000000000003 1.5337783326408434
0.12293000000000001 1.5608426798250212
0.12297000000000002 1.576345058955853
0.12301000000000001 1.5771082807381698
0.12305000000000002 1.5719572480722646
0.12309000000000003 1.5395985391132492
0.12313000000000002 1.5468044749216472
0.12317000000000003 1.5844169264899253
0.12321000000000001 1.548440390297944
0.12325000000000003 1.5760579744554484
0.12329000000000004 1.5980063324918272
0.12333000000000002 1.5735231702050023
0.12337000000000002 1.6143519831516244
0.12341000000000002 1.600498790006485
0.12345000000000002 1.6347112930481058
0.12349000000000003 1.592996090394109
0.12353000000000001 1.6129887706981945
0.12357000000000003 1.6057873679473957
0.12361000000000001 1.5524048914543405
0.12365000000000002 1.6205202579504185
0.12369000000000004 1.5536494743694325
0.12373000000000002 1.5394318171763015
0.12377000000000003 1.556247492985731
0.12381000000000002 1.5324853272590666
0.12385000000000003 1.5149284630702753
0.12389000000000003 1.5279898728408974
0.12393000000000001 1.4835246307505174
0.12397000000000002 1.5085816454959986
0.12401000000000001 1.4618285058849945
0.12405000000000002 1.4421164304181728
0.12409000000000003 1.482678520547205
0.12413000000000002 1.4173845716283833
0.12417000000000003 1.4384122967781265
0.12421000000000001 1.4179873164593422
